nazwa,plec,prawdopodobienstwo,typ_wariantu
DAVYD K.,M,0.00031775918829580156,first_initial
CYPRIAN K.,M,0.00031100331112528967,first_initial
LEO K.,M,0.0003064838622594989,first_initial
EDUARD K.,M,0.0003051792790817449,first_initial
YAUHENI K.,M,0.000298423401911233,first_initial
ALOJZY K.,M,0.00029814384837314285,first_initial
FLORIAN K.,M,0.0002935312149946554,first_initial
BRAJAN K.,M,0.0002866821533114468,first_initial
SERGII K.,M,0.00027838873168143903,first_initial
KEVIN K.,M,0.0002775500710671686,first_initial
BENEDYKT K.,M,0.00027643185691480804,first_initial
NAZARII K.,M,0.00027554660404418923,first_initial
RAJMUND K.,M,0.0002692100571808125,first_initial
ULADZIMIR K.,M,0.0002621280342158621,first_initial
VITALI K.,M,0.0002584006537079935,first_initial
YURY K.,M,0.000256909701504846,first_initial
IWO K.,M,0.00025663014796675586,first_initial
VICTOR K.,M,0.00025574489509613704,first_initial
LEONID K.,M,0.00024856968761848995,first_initial
MIKHAIL K.,M,0.0002440502387526992,first_initial
BENIAMIN K.,M,0.00024162744142258458,first_initial
KORDIAN K.,M,0.00023612955517347836,first_initial
TYMUR K.,M,0.0002340794958941506,first_initial
JEREMI K.,M,0.0002338465346124088,first_initial
MARCELI K.,M,0.00023198284435847449,first_initial
ARIEL K.,M,0.00022993278507914673,first_initial
SVIATOSLAV K.,M,0.00022853501738869599,first_initial
MAXIMILIAN K.,M,0.00022806909482521242,first_initial
ULADZISLAU K.,M,0.00022713724969824524,first_initial
FRYDERYK K.,M,0.00022000863447694648,first_initial
RUDOLF K.,M,0.00021856427453014737,first_initial
IHAR K.,M,0.00021693354555795484,first_initial
ALEKSY K.,M,0.0002168869533016065,first_initial
THOMAS K.,M,0.00021674717653256143,first_initial
ANDRIY K.,M,0.00021553577786750412,first_initial
PATRICK K.,M,0.00020905945423508235,first_initial
OSCAR K.,M,0.0002071025794684513,first_initial
WINCENTY K.,M,0.00020663665690496774,first_initial
DZIANIS K.,M,0.00020649688013592266,first_initial
HIERONIM K.,M,0.00020165128547569342,first_initial
ERWIN K.,M,0.00020048647906698448,first_initial
ALEH K.,M,0.00020006714875984925,first_initial
ROLAND K.,M,0.00019545451538136182,first_initial
MIKALAI K.,M,0.0001943828934853496,first_initial
SERGIUSZ K.,M,0.0001915873581044481,first_initial
VIKTAR K.,M,0.0001877202008275344,first_initial
NICOLAS K.,M,0.00018375985903792397,first_initial
AMADEUSZ K.,M,0.00018101091591337084,first_initial
OLGIERD K.,M,0.00018045180883719054,first_initial
ARTSIOM K.,M,0.0001759323599713998,first_initial
ZYGFRYD K.,M,0.000174394815511904,first_initial
HENNADII K.,M,0.00016861737572470761,first_initial
PETER K.,M,0.00016745256931599865,first_initial
MAURYCY K.,M,0.00016577524808745775,first_initial
MAKAR K.,M,0.00016409792685891688,first_initial
RAMAN K.,M,0.00016139557599071213,first_initial
ZAKHAR K.,M,0.00015990462378756464,first_initial
EMILIAN K.,M,0.00015915914768599093,first_initial
OLIWER K.,M,0.00015380103820592975,first_initial
HRYHORII K.,M,0.00015366126143688468,first_initial
VADZIM K.,M,0.00015324193112974945,first_initial
MIKITA K.,M,0.00015249645502817574,first_initial
KEWIN K.,M,0.000151750978926602,first_initial
ILYA K.,M,0.00015105209508137663,first_initial
ARSEN K.,M,0.0001484429287258686,first_initial
ION K.,M,0.0001484429287258686,first_initial
BENJAMIN K.,M,0.00014811678293143009,first_initial
VLADIMIR K.,M,0.00014760426811159815,first_initial
MYROSLAV K.,M,0.00014294504247676235,first_initial
NATHAN K.,M,0.00014229275088788534,first_initial
JACOB K.,M,0.0001415472747863116,first_initial
BRUNON K.,M,0.00014070861417204115,first_initial
YURIY K.,M,0.00014056883740299608,first_initial
IURII K.,M,0.00014028928386490593,first_initial
WALENTY K.,M,0.00013907788519984863,first_initial
CHRISTIAN K.,M,0.00013879833166175848,first_initial
HUGO K.,M,0.0001363289420752955,first_initial
ARNOLD K.,M,0.000136002796280857,first_initial
JEREMIASZ K.,M,0.00013586301951181194,first_initial
KIRYL K.,M,0.00013493117438484478,first_initial
AUGUSTYN K.,M,0.00013344022218169733,first_initial
MAX K.,M,0.0001330208918745621,first_initial
ALEKSANDR K.,M,0.00013162312418411136,first_initial
ALEXANDR K.,M,0.00013083105582618927,first_initial
LEOPOLD K.,M,0.0001302253564936606,first_initial
DANYIL K.,M,0.0001291071423413,first_initial
SERGHEI K.,M,0.00012850144300877137,first_initial
OKTAWIAN K.,M,0.00012752300562545585,first_initial
MARKO K.,M,0.0001272434520873657,first_initial
VALERY K.,M,0.00012607864567865676,first_initial
HLIB K.,M,0.00012351607157949705,first_initial
TIMUR K.,M,0.00011936936076449319,first_initial
LEV K.,M,0.00011932276850814484,first_initial
JOHN K.,M,0.00011825114661213261,first_initial
PAUL K.,M,0.00011773863179230066,first_initial
EMANUEL K.,M,0.0001173658937415138,first_initial
KIRIL K.,M,0.00011731930148516544,first_initial
YAN K.,M,0.00011685337892168186,first_initial
HERBERT K.,M,0.00011662041763994008,first_initial
ALI K.,M,0.00011587494153836635,first_initial
ANATOL K.,M,0.00011564198025662456,first_initial
MATTHEW K.,M,0.00011457035836061233,first_initial
MIRON K.,M,0.00011457035836061233,first_initial
OREST K.,M,0.00011401125128443203,first_initial
LIUBOMYR K.,M,0.00011307940615746487,first_initial
KORNELIUSZ K.,M,0.0001130328139011165,first_initial
JONASZ K.,M,0.00011279985261937472,first_initial
ANTHONY K.,M,0.00011228733779954278,first_initial
JUAN K.,M,0.00011228733779954278,first_initial
VLADISLAV K.,M,0.00011154186169796905,first_initial
ARON K.,M,0.00011084297785274368,first_initial
WILHELM K.,M,0.00010986454046942817,first_initial
XAVIER K.,M,0.0001091656566242028,first_initial
NIKOLAS K.,M,0.00010897928759880937,first_initial
JONATAN K.,M,0.00010869973406071922,first_initial
EDWIN K.,M,0.00010814062698453892,first_initial
ALBIN K.,M,0.00010800085021549384,first_initial
LIAM K.,M,0.00010748833539566191,first_initial
MOHAMED K.,M,0.00010688263606313326,first_initial
DAVIT K.,M,0.00010683604380678489,first_initial
KASPER K.,M,0.00010548486837268251,first_initial
CHRISTOPHER K.,M,0.00010511213032189564,first_initial
ADOLF K.,M,0.00010371436263144491,first_initial
VINCENT K.,M,0.00010240977945369088,first_initial
MAXIM K.,M,0.00010227000268464581,first_initial
WALTER K.,M,0.00010227000268464581,first_initial
ARSENII K.,M,0.00010096541950689178,first_initial
PHILIP K.,M,0.00010063927371245328,first_initial
pan WIŚNIEWSKI,M,0.0025040173299379076,title_surname
WIŚNIEWSKI,M,0.0025040173299379076,surname_only
PIOTR W.,M,0.03179996043385591,first_initial
KRZYSZTOF W.,M,0.029441553602014725,first_initial
TOMASZ W.,M,0.024843783153302407,first_initial
ANDRZEJ W.,M,0.023936725106712575,first_initial
PAWEŁ W.,M,0.023392853698358192,first_initial
MICHAŁ W.,M,0.022938579198961702,first_initial
JAN W.,M,0.02154905833788462,first_initial
MARCIN W.,M,0.020839504865955476,first_initial
JAKUB W.,M,0.02020668884023208,first_initial
ADAM W.,M,0.018663553309974462,first_initial
ŁUKASZ W.,M,0.017811008203312207,first_initial
MATEUSZ W.,M,0.017592863259089195,first_initial
GRZEGORZ W.,M,0.017223992365579244,first_initial
MAREK W.,M,0.01720372473406771,first_initial
STANISŁAW W.,M,0.016252637005228675,first_initial
WOJCIECH W.,M,0.015633752064153437,first_initial
MARIUSZ W.,M,0.013218456087310907,first_initial
DARIUSZ W.,M,0.013021696988751792,first_initial
MACIEJ W.,M,0.012442695019110746,first_initial
RAFAŁ W.,M,0.012129175726142645,first_initial
ROBERT W.,M,0.011973464405426432,first_initial
KAMIL W.,M,0.011705512339167026,first_initial
ZBIGNIEW W.,M,0.011641168433149943,first_initial
SZYMON W.,M,0.01141174816289063,first_initial
DAWID W.,M,0.011179439172737716,first_initial
KACPER W.,M,0.010815227504862602,first_initial
JACEK W.,M,0.0105854344965525,first_initial
JERZY W.,M,0.01036579860012634,first_initial
BARTOSZ W.,M,0.009558634351147385,first_initial
ARTUR W.,M,0.009240875162851584,first_initial
RYSZARD W.,M,0.008819914126744169,first_initial
JÓZEF W.,M,0.008759670339285743,first_initial
JAROSŁAW W.,M,0.008756781619392145,first_initial
TADEUSZ W.,M,0.008670539352891334,first_initial
SEBASTIAN W.,M,0.00866895521617549,first_initial
DAMIAN W.,M,0.008565287445800393,first_initial
SŁAWOMIR W.,M,0.008429051688237795,first_initial
PATRYK W.,M,0.008397182584895517,first_initial
ANTONI W.,M,0.008231919851627892,first_initial
FILIP W.,M,0.008230382307168396,first_initial
ROMAN W.,M,0.008124757662026668,first_initial
MIROSŁAW W.,M,0.008071595897533191,first_initial
JANUSZ W.,M,0.008067262817692794,first_initial
DANIEL W.,M,0.008008044059874032,first_initial
KAROL W.,M,0.00772518247158315,first_initial
PRZEMYSŁAW W.,M,0.007689306434194914,first_initial
ALEKSANDER W.,M,0.007589226267558641,first_initial
HENRYK W.,M,0.00700332864397804,first_initial
ADRIAN W.,M,0.006967638975615197,first_initial
MIKOŁAJ W.,M,0.006594667963546592,first_initial
FRANCISZEK W.,M,0.006565734172354261,first_initial
DOMINIK W.,M,0.006360355506370699,first_initial
KAZIMIERZ W.,M,0.006174825141591537,first_initial
ARKADIUSZ W.,M,0.006164155514887764,first_initial
WIESŁAW W.,M,0.006063329872149917,first_initial
BARTŁOMIEJ W.,M,0.005873885757837493,first_initial
OLEKSANDR W.,M,0.005828737861435934,first_initial
MARIAN W.,M,0.005548532031756909,first_initial
WIKTOR W.,M,0.005494485014392814,first_initial
KRYSTIAN W.,M,0.005179987284041398,first_initial
LESZEK W.,M,0.005052604055184986,first_initial
RADOSŁAW W.,M,0.004820854172108254,first_initial
WALDEMAR W.,M,0.0047736096241710185,first_initial
IGOR W.,M,0.0044884184230627195,first_initial
HUBERT W.,M,0.004232300789915796,first_initial
BOGDAN W.,M,0.004222190270288202,first_initial
KONRAD W.,M,0.004210588798457461,first_initial
ZDZISŁAW W.,M,0.0039753910884109496,first_initial
MARCEL W.,M,0.0038643617415328123,first_initial
OSKAR W.,M,0.0037719692971940185,first_initial
NIKODEM W.,M,0.0036117851198683637,first_initial
ANDRII W.,M,0.003587463962054521,first_initial
SERHII W.,M,0.003511565176463046,first_initial
MAKSYMILIAN W.,M,0.003509421932671021,first_initial
EDWARD W.,M,0.0033981596245111424,first_initial
MIECZYSŁAW W.,M,0.0032279581120705906,first_initial
LEON W.,M,0.00321095193850344,first_initial
MIŁOSZ W.,M,0.003177358921676274,first_initial
VOLODYMYR W.,M,0.003168506392970086,first_initial
DMYTRO W.,M,0.0030152644618403365,first_initial
WŁADYSŁAW W.,M,0.0029989105798620625,first_initial
OLIWIER W.,M,0.0028971530919972488,first_initial
IVAN W.,M,0.0027884067656801814,first_initial
CZESŁAW W.,M,0.002751412514139585,first_initial
IRENEUSZ W.,M,0.002673044338961647,first_initial
BOGUSŁAW W.,M,0.0026451355774089803,first_initial
MAKSYM W.,M,0.0026102845696604087,first_initial
EUGENIUSZ W.,M,0.0025842860906180247,first_initial
WITOLD W.,M,0.0025281424217182533,first_initial
ALAN W.,M,0.002479406921577871,first_initial
IGNACY W.,M,0.002460117727449651,first_initial
SYLWESTER W.,M,0.0024387318817857546,first_initial
STEFAN W.,M,0.0024270372254423167,first_initial
CEZARY W.,M,0.002244628541838495,first_initial
GABRIEL W.,M,0.0022188164318215045,first_initial
ZYGMUNT W.,M,0.002154425933548074,first_initial
MYKOLA W.,M,0.0021323877962953004,first_initial
JULIAN W.,M,0.002099866401364147,first_initial
TYMON W.,M,0.002044747762104039,first_initial
WŁODZIMIERZ W.,M,0.0020176310689092947,first_initial
VITALII W.,M,0.0019492802288462536,first_initial
TYMOTEUSZ W.,M,0.0018982151158884533,first_initial
VLADYSLAV W.,M,0.0018549309097408288,first_initial
YURII W.,M,0.0018494330234917224,first_initial
NORBERT W.,M,0.001829211984236535,first_initial
MYKHAILO W.,M,0.001825810749523105,first_initial
ZENON W.,M,0.001807593177290897,first_initial
IHOR W.,M,0.0017997656782243728,first_initial
VASYL W.,M,0.0017828060969135705,first_initial
ARTEM W.,M,0.0017501449252133715,first_initial
FABIAN W.,M,0.0017042049604538906,first_initial
OLEH W.,M,0.001647502184477939,first_initial
BŁAŻEJ W.,M,0.0015437878218464939,first_initial
BOHDAN W.,M,0.0014850349865912146,first_initial
VIKTOR W.,M,0.0014456179377205036,first_initial
ERYK W.,M,0.0014100680461267066,first_initial
EMIL W.,M,0.0013829047606756138,first_initial
OLEKSII W.,M,0.001278677883224337,first_initial
DENYS W.,M,0.0012615785251444895,first_initial
NATAN W.,M,0.0011612653972264749,first_initial
RUSLAN W.,M,0.0010894201379373068,first_initial
KSAWERY W.,M,0.0010841552129699423,first_initial
BORYS W.,M,0.0010203238217726918,first_initial
LECH W.,M,0.0010064859216372295,first_initial
YAROSLAV W.,M,0.0010038301630253732,first_initial
PAVLO W.,M,0.0009674416108173056,first_initial
ALIAKSANDR W.,M,0.0009494569998668393,first_initial
OLAF W.,M,0.0009300280289695741,first_initial
WACŁAW W.,M,0.0009183333726261362,first_initial
BRONISŁAW W.,M,0.0009051477640795508,first_initial
REMIGIUSZ W.,M,0.0009037499963891002,first_initial
KAJETAN W.,M,0.0008869767841036913,first_initial
VADYM W.,M,0.0008839948796973963,first_initial
BRUNO W.,M,0.0008639602094676024,first_initial
KUBA W.,M,0.0008227260625993056,first_initial
ANDREI W.,M,0.0008166224770176706,first_initial
ANATOLII W.,M,0.0008112177752812611,first_initial
BERNARD W.,M,0.0007813055467056153,first_initial
BOLESŁAW W.,M,0.0007780906810175786,first_initial
ILLIA W.,M,0.0007552138831505348,first_initial
ANTON W.,M,0.0007348996593826507,first_initial
YEVHEN W.,M,0.0007335484839485483,first_initial
TOBIASZ W.,M,0.0007287028892883191,first_initial
DAVID W.,M,0.0007254880236002825,first_initial
ALBERT W.,M,0.0007149115814092051,first_initial
NAZAR W.,M,0.0006866300818057519,first_initial
ALEXANDER W.,M,0.0006838345464248504,first_initial
GRACJAN W.,M,0.0006737240267972567,first_initial
PETRO W.,M,0.0006678068102410152,first_initial
LUCJAN W.,M,0.0006661760812688227,first_initial
YEVHENII W.,M,0.0006656635664489907,first_initial
SIARHEI W.,M,0.0006645453522966301,first_initial
SEWERYN W.,M,0.0006484710238564466,first_initial
DZMITRY W.,M,0.0006403639712518323,first_initial
EDMUND W.,M,0.0006333751327995787,first_initial
STANISLAV W.,M,0.000631604627058341,first_initial
KORNEL W.,M,0.0006179530959482722,first_initial
DANYLO W.,M,0.0006116165490848954,first_initial
ROMUALD W.,M,0.0006019719520207853,first_initial
OLIVIER W.,M,0.0006006207765866829,first_initial
VALERII W.,M,0.0005959615509518472,first_initial
SZCZEPAN W.,M,0.0005905568492154377,first_initial
MARK W.,M,0.0005760666574910983,first_initial
TARAS W.,M,0.0005702426254475536,first_initial
ALEX W.,M,0.0005584081923350707,first_initial
ERNEST W.,M,0.0005341802190339244,first_initial
KOSTIANTYN W.,M,0.0005264924967364454,first_initial
JOACHIM W.,M,0.0005040350291765368,first_initial
VIACHESLAV W.,M,0.000492480149602144,first_initial
JĘDRZEJ W.,M,0.00048218326094915694,first_initial
ALFRED W.,M,0.00048097186228409966,first_initial
TEODOR W.,M,0.00047864224946668173,first_initial
LEONARD W.,M,0.00047705811275083757,first_initial
LUDWIK W.,M,0.00046443161128043253,first_initial
FELIKS W.,M,0.00046266110553919496,first_initial
MILAN W.,M,0.00045776891862261737,first_initial
LESŁAW W.,M,0.00045576545159963796,first_initial
BOGUMIŁ W.,M,0.0004513857795028923,first_initial
NIKITA W.,M,0.0004399706766975446,first_initial
KYRYLO W.,M,0.0004377342483928234,first_initial
OLIVER W.,M,0.00043237613891276226,first_initial
GERARD W.,M,0.00042794987455966823,first_initial
DANIIL W.,M,0.00042692484492000437,first_initial
JULIUSZ W.,M,0.0004227781341050005,first_initial
PAVEL W.,M,0.00041993600646775064,first_initial
DENIS W.,M,0.000419330307135222,first_initial
MYKYTA W.,M,0.0004192371226225253,first_initial
YEHOR W.,M,0.00041728024785589425,first_initial
ALEKS W.,M,0.0004121550996575749,first_initial
MATVII W.,M,0.0004065174366394236,first_initial
MAKSIM W.,M,0.000385364552257269,first_initial
MICHAEL W.,M,0.0003835008620033347,first_initial
DORIAN W.,M,0.000382755385901761,first_initial
ALIAKSEI W.,M,0.00037935415118833083,first_initial
MARTIN W.,M,0.00037744386867804815,first_initial
OLEG W.,M,0.0003682186019210733,first_initial
NATANIEL W.,M,0.0003661219503853972,first_initial
VALENTYN W.,M,0.0003657492123346103,first_initial
STEPAN W.,M,0.0003598785880347172,first_initial
KLAUDIUSZ W.,M,0.00035726942167920914,first_initial
MIESZKO W.,M,0.0003518647199427996,first_initial
GUSTAW W.,M,0.00034804415492223427,first_initial
SAMUEL W.,M,0.00034627364918099663,first_initial
KONSTANTY W.,M,0.0003440838131326238,first_initial
TYMOFII W.,M,0.000333041448378063,first_initial
GIORGI W.,M,0.0003211604230092317,first_initial
ROSTYSLAV W.,M,0.0003186444411664204,first_initial
DAVYD W.,M,0.00031775918829580156,first_initial
CYPRIAN W.,M,0.00031100331112528967,first_initial
LEO W.,M,0.0003064838622594989,first_initial
EDUARD W.,M,0.0003051792790817449,first_initial
YAUHENI W.,M,0.000298423401911233,first_initial
ALOJZY W.,M,0.00029814384837314285,first_initial
FLORIAN W.,M,0.0002935312149946554,first_initial
BRAJAN W.,M,0.0002866821533114468,first_initial
SERGII W.,M,0.00027838873168143903,first_initial
KEVIN W.,M,0.0002775500710671686,first_initial
BENEDYKT W.,M,0.00027643185691480804,first_initial
NAZARII W.,M,0.00027554660404418923,first_initial
RAJMUND W.,M,0.0002692100571808125,first_initial
ULADZIMIR W.,M,0.0002621280342158621,first_initial
VITALI W.,M,0.0002584006537079935,first_initial
YURY W.,M,0.000256909701504846,first_initial
IWO W.,M,0.00025663014796675586,first_initial
VICTOR W.,M,0.00025574489509613704,first_initial
LEONID W.,M,0.00024856968761848995,first_initial
MIKHAIL W.,M,0.0002440502387526992,first_initial
BENIAMIN W.,M,0.00024162744142258458,first_initial
KORDIAN W.,M,0.00023612955517347836,first_initial
TYMUR W.,M,0.0002340794958941506,first_initial
JEREMI W.,M,0.0002338465346124088,first_initial
MARCELI W.,M,0.00023198284435847449,first_initial
ARIEL W.,M,0.00022993278507914673,first_initial
SVIATOSLAV W.,M,0.00022853501738869599,first_initial
